,Trend1,Trend2,Trend3,Trend4,Trend5,Trend6,Trend7,Trend8,Trend9,Trend10,Trend11,Trend12,Trend13,Trend14,Trend15,Trend16,Trend17,Trend18,Trend19,Trend20,Trend21,Trend22,EDHEC CTA,NewEdge CTA,NewEdge Trend Index,Barclay BTOP50
2011-07-31,0.0459,0.0189,0.0396,0.0455,0.0905,0.0553,0.0603,0.0362,0.081,0.1115,0.0035,-0.0151,0.0432,0.0729,0.0302,-0.003227542,0.047210009,0.1138,0.0564,0.0185,0.0683,0.0254,0.0258,0.0327,0.0476,0.0194
2011-08-31,0.0143,-0.032,-0.014,-0.0483,0.004,0.0533,-0.0258,-0.0326,0.0179,0.0159,0.2081,0.0356,-0.0351,-0.0273,-0.0521,0.068753373,0.068921504,0.0097,-0.0206,0.019,0.0095,0.0149,0.0007,-0.0141,-0.0118,-0.0039
2011-09-30,0.0016,-0.02,-0.0215,-0.0508,-0.0541,-0.0013,0.0452,-0.0958,0.0027,-0.042,0.103,0.0214,-0.0228,0.1025,-0.0351,0.007069279,0.000135098,-0.0411,-0.0072,0.0098,0.0541,0.027,-0.0057,0.0075,-0.0108,0.0009
2011-10-31,-0.0259,-0.0211,-0.0306,-0.0505,-0.047,-0.0125,-0.0854,-0.031,-0.0452,-0.1414,-0.035,-0.0677,-0.0549,-0.1012,-0.0631,-0.067689531,-0.047926302,-0.0385,-0.0369,-0.0638,-0.0912,-0.0879,-0.0317,-0.0375,-0.0466,-0.0241
2011-11-30,0.0097,0.0048,-0.0015,-0.0043,-0.0133,0,-0.0356,-0.04,0.0151,0.1205,-0.004,-0.0539,-0.0176,-0.0357,-0.0324,0.010541035,-0.0097235,-0.0291,0.0135,-0.0074,0.0091,0.0411,0.0014,0.0015,-0.0013,0.0001
2011-12-31,0.0165,0.0158,0.0065,0.0178,0.0277,0.0088,0.0164,-0.009,0.0228,-0.0164,-0.0144,-0.003,0.0053,0.0092,0.0109,-0.020117084,0.008439966,0.021,0.0041,-0.0225,0.0306,0.0118,0.0034,0.0067,0.0166,0
2012-01-31,0.0063,0.0109,-0.024,-0.0096,0.0294,0.0054,0.0262,0.0258,-0.0126,-0.0375,-0.0263,0.0032,-0.0115,-0.0318,0.0046,0.002606995,0.042279134,0.0307,-0.0105,0.0045,0.0178,-0.0364,0.0046,0.007,0.0106,0.0058
2012-02-29,-0.0083,0.0231,-0.0144,0.0028,0.0281,0.0205,0.064,0.04,0.0219,0.0078,0.0632,0.0185,0.0131,0.0263,0.0324,0.022101842,0.001221972,0.0232,-0.0154,-0.0017,-0.0057,0.0192,0.0091,0.0094,0.0154,0.006
2012-03-31,-0.0068,-0.0089,-0.0275,-0.01,-0.0286,-0.0035,-0.042,-0.0144,-0.0262,0.0521,0.1066,-0.0403,-0.0141,-0.0512,-0.0165,-0.016217935,-0.041252245,-0.0514,-0.0427,-0.007,-0.0416,-0.031,-0.0204,-0.0202,-0.0225,-0.0172
2012-04-30,0.0012,0.0055,0.0142,0.0067,0.0081,-0.0162,-0.0194,-0.0035,0.0088,-0.0108,-0.0607,0.0239,0.0085,-0.0091,0.009,-0.014007111,0.019869369,-0.0225,0.0162,-0.0485,0.0201,-0.0144,-0.0003,0.0008,0.0072,0.0037
2012-05-31,-0.0022,0.0753,0.0235,0.0093,0.0488,-0.0121,0.0676,-0.0124,0.0091,-0.009,0.1113,0.0496,0.0133,0.0454,-0.009,-0.01693804,0.073909208,0.0866,0.0565,0.1024,0.0784,0.0301,0.0259,0.0303,0.0295,0.018
2012-06-30,-0.0317,-0.0527,-0.0341,-0.0189,-0.0509,-0.0211,-0.0579,-0.0333,-0.0531,-0.1812,-0.0158,-0.0521,-0.0471,-0.1241,-0.0434,0.026900845,-0.043623117,-0.0334,-0.0444,-0.0593,-0.0605,-0.073,-0.0272,-0.0329,-0.0474,-0.0174
2012-07-31,0.0441,0.0404,0.0437,0.0652,0.0522,0.0431,0.0485,0.0683,0.0343,0.1138,0.1381,0.0387,0.0527,0.0598,0.0717,0.011041351,0.059666212,0.0575,0.047,-0.0044,0.0697,0.0412,0.0312,0.0295,0.0518,0.0229
2012-08-31,-0.0129,-0.0141,-0.0187,-0.0206,-0.0181,-0.0255,0.0014,0.0154,-0.0324,-0.0626,-0.0047,-0.0245,-0.0126,-0.0236,-0.015,-0.028479657,-0.009649733,-0.0347,-0.0043,-0.0141,-0.0224,-0.0468,-0.0082,-0.0118,-0.02,-0.0139
2012-09-30,-0.0218,-0.0307,-0.0235,-0.0588,0.0005,-0.0052,-0.0038,-0.0031,-0.0333,-0.0858,0.0397,-0.0075,-0.0286,-0.0296,-0.0473,0.011791933,-0.010711121,-0.0391,-0.0248,0.0151,-0.0336,-0.0124,-0.0104,-0.0081,-0.0207,-0.0089
2012-10-31,-0.0254,-0.0365,-0.0204,-0.0385,-0.0827,-0.0289,-0.052,-0.1091,-0.0436,-0.1507,0.008,-0.0695,-0.0395,-0.0215,-0.0588,-0.036815162,-0.06087798,-0.0262,-0.0292,-0.011,-0.0619,-0.048,-0.031,-0.0301,-0.0486,-0.024
2012-11-30,0.01,-0.0034,0.0152,-0.0269,-0.0016,0.0046,0.001,0.0088,-0.0125,-0.0097,-0.0569,-0.0252,-0.0085,0.0073,-0.0205,0.010403709,0.016508945,-0.007,-0.0067,-0.0002,0.0079,-0.0111,-0.0004,-0.0013,0.0011,0.0031
2012-12-31,0.0136,0.005,0.015,-0.0108,0.0365,-0.0039,0.0473,-0.0076,0.0067,0.0076,-0.0267,0.0038,-0.0062,0.0362,0.0312,0.013878008,-0.000281307,0.0377,0.0064,-0.0103,-0.0097,-0.0014,0.0057,0.0006,0.0127,0.0046
2013-01-31,0.0251,0.0017,0.015,0.0624,0.0395,0.0674,0.0755,0.0512,0.0364,0.1046,-0.0946,0.0646,0.0286,-0.003,0.0142,0.020532068,0.018830733,0.0007,0.0081,0.0114,0.036,-0.002,0.0186,0.0146,0.0268,0.0142
2013-02-28,0.0017,-0.0132,-0.0078,-0.0569,0.003,-0.0121,0.0006,-0.0325,-0.0325,0.0739,-0.1097,0.0266,-0.0132,-0.007,0.0404,0.002271498,-0.013994227,0.0445,-0.0086,0.0008,-0.0019,-0.0044,-0.0099,0.0011,-0.009,0.0027
2013-03-31,0.0266,0.0218,0.0185,0.0165,0.0099,0.0236,0.0329,-0.0123,0.0167,0.0929,-0.0123,0.0148,0.0103,0.0272,0.0449,0.018346644,0.013136781,-0.0053,0.0049,-0.0032,0.0073,0.0111,0.0089,0.0128,0.0189,0.0023
2013-04-30,0.0341,0.029,0.0253,0.0222,0.0687,0.0155,-0.0066,0.026,0.0358,0.0973,-0.0679,0.0185,0.0156,0.0203,0.0505,0.061148792,0.015313543,0.0907,0.0241,0.0363,0.033,0.0192,0.0192,0.0144,0.0386,0.0152
2013-05-31,-0.024,-0.0458,-0.0811,-0.0075,-0.0033,-0.008,-0.0223,-0.0354,-0.0644,0.0013,-0.0584,0.0154,-0.057,-0.0042,-0.0395,-0.036752222,-0.04506656,-0.0346,-0.0131,0.0122,-0.0169,-0.0398,-0.0261,-0.0172,-0.0366,-0.014
2013-06-30,-0.0177,-0.0054,-0.0347,0.0177,-0.0199,-0.0442,-0.0359,-0.1009,0.0034,-0.0315,-0.0581,-0.0232,-0.0273,-0.0483,-0.0897,-0.080456195,-0.038556382,0.0086,-0.0031,0.0119,-0.0539,-0.0594,-0.0273,-0.015,-0.0287,-0.0153
2013-07-31,-0.0063,0.0044,0.0008,-0.0288,-0.0083,0.0199,-0.0138,-0.0099,-0.0184,-0.0403,-0.0542,-0.0123,-0.0308,0.0027,0.0171,-0.025369264,0.004877428,0.0186,-0.0047,-0.0022,0.0056,-0.0265,-0.0076,-0.0098,-0.0079,-0.0114
2013-08-31,-0.038,-0.0253,-0.0229,-0.0302,-0.01,-0.022,-0.0229,-0.0362,-0.0288,-0.109,0.0372,-0.0595,-0.0119,-0.0201,-0.0207,-0.003007867,-0.024428184,-0.0142,-0.0128,-0.0028,-0.0278,-0.0328,-0.0139,-0.0175,-0.0253,-0.012
2013-09-30,0.0347,-0.0118,0.0115,-0.0483,-0.017,0.0304,0.0009,-0.004,-0.0273,0.0261,0.04,-0.0458,-0.0265,-0.026,0.0413,-0.037711766,0.005389599,-0.0167,0.0255,0.0059,0.006,-0.0155,-0.0057,-0.0097,-0.0059,-0.0044
2013-10-31,0.032,0.0131,0.0231,-0.0133,0.0235,0.0249,0.0298,0.033,0.0193,0.0729,-0.0705,0.0069,0.052,0.041,0.0334,0.064753406,0.017505722,-0.0025,-0.017,-0.0082,0.0471,0.0332,0.0145,0.0121,0.0255,0.0121
2013-11-30,0.022,0.0087,0.0092,0.0287,0.0179,0.01,0.0551,0.0229,0.02,0.1158,-0.0255,-0.0113,0.0471,0.0026,0.0674,0.003510759,0.01837299,0.0211,-0.0142,0.0259,0.0532,0.0081,0.0114,0.0169,0.027,0.0108
2013-12-31,0.0037,0.0192,-0.0148,0.0104,-0.0085,-0.001,0.0148,-0.0216,-0.0001,-0.0124,0.068,0.0249,-0.0406,0.0027,-0.0028,-0.004739871,0.009213273,0.043,0.0159,0.0382,0.033,0.0005,0.0052,0.0057,0.0065,0.0081
2014-01-31,-0.0237,-0.0325,-0.0244,-0.0824,-0.0252,-0.033,-0.071,-0.0478,-0.0564,-0.0146,-0.0485,-0.0298,-0.0201,-0.0639,-0.0713,-0.0291,-0.0069,0.0162,0.0239,0.0091,-0.0529,-0.025,-0.0175,-0.0234,-0.0451,-0.01
2014-02-28,0.025,0.0104,0.0441,0.0033,-0.0457,0.037,0.0128,0.0226,0.0165,0.0136,-0.0477,0.0241,0.0568,-0.0068,0.0012,0.0099,0.0443,0.001,-0.0029,0.005,0.0414,0.0054,0.0137,0.0057,0.0064,-0.0023
2014-03-31,-0.0019,0.0063,-0.0009,-0.0168,-0.0407,0.002,-0.0586,-0.27,-0.0168,0.0465,0.0027,-0.0314,-0.0143,-0.0028,-0.0333,-0.0016,-0.0567,-0.045,0.0019,-0.0186,-0.03,-0.0154,-0.0119,-0.0032,-0.0208,-0.0008
2014-04-30,0.0028,0.015,0.0313,0.008,-0.0016,0.005,-0.0057,0.0231,0.0167,0.0267,-0.0159,-0.0109,0.0613,0.0012,0.0231,-0.0016,-0.0253,-0.0536,0.0051,-0.0094,0.008,0.0296,0.005,0.0041,0.0108,0.0032
2014-05-31,0.0168,0.0333,0.0321,-0.0173,0.0226,0.013,0.0436,0.0492,0.0239,-0.0447,-0.027,0.0243,0.0517,0.0278,0.0393,0.0675,0.0438,0.032,-0.0034,0.0324,0.0309,0.0389,0.015,0.0231,0.0296,0.0148
2014-06-30,-0.0057,0.0096,0.0217,0.0759,0.0235,0.021,0.0146,0.0105,0.0173,0.0237,-0.0051,-0.0001,0.0305,0.0244,0.0256,0.043,0.0378,0.0189,0.0345,0.0028,0.0088,0.0397,0.0105,0.0048,0.0139,0.0003
2014-07-31,-0.0261,0.0141,-0.0099,-0.0463,-0.001,-0.005,-0.0127,-0.0307,-0.0007,0.0225,0.057,0.0019,-0.0359,0.0062,-0.0413,0.009,-0.0092,-0.0229,0.0295,0.0161,0.0018,0.0364,-0.0054,-0.0098,-0.0107,-0.0073
2014-08-31,0.04,0.0408,0.0307,0.0085,0.0666,0.019,0.0793,0.0512,0.052,0.0933,-0.018,0.032,0.0531,,0.0452,0.059,0.0386,0.0583,0.0198,0.0048,0.0914,0.0906,0.0283,0.0395,0.055058,0.0265
2014-09-30,-0.006,,,0.1149,0.0638,0.003,0.0242,-0.189,0.016,0.1769,-0.0817,0.0263,-0.0095,,0.0719,0.021,0.007,0.0334,0.0191,0.047,,0.0551,,0.019214,0.03334,0.0192
